project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label	R1_filesize	R2_filesize	is_excluded
Eucalyptus myriadena CCA5689 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454958	1711418	1456549	1454959	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucmyrsequencing_15_FD"",""Eucmyrsequencing_15_FD"")	CCA5689	Eucmyrsequencing_15_FD	R312/T25	Eucalyptus diminuta	DN 5543	Beermullah Plain, WA	312	2011	25	5543		2010-03-27	Eucalyptus diminuta	N of Pinpin Rd on farm, Berrmullah Plain, Western Australia.	Mallee 4.5 m tall. Bark smooth throughout, grey over orange. leaves dull, slightly blue-green at first, maturing glossy and dark green. About ten mallees here in fenced uncleared patch in vast paddock on plain of grey clay. Another slightly larger population of same (about 15 mallees) about 600 m to SE of here. AD, CANB, PERTH + seed + photos	-31.1919444444444	115.705833333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	diminuta		E_diminuta_5	3827978745	4740979608	FALSE
Eucalyptus diptera CCA0302 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455600	1711265	1456870	1455601	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdipsequencing_3_FD"",""Eucdipsequencing_3_FD"")	CCA0302	Eucdipsequencing_3_FD	R021/T19	Eucalyptus diptera	DN 146	Salmon Gums, WA	21	1993	19	146		1992-12-06	Eucalyptus diptera		Brown-copper, smooth bark. With E. cylindroflora and E. quadrans.	-32.9641666666667	121.634166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		diptera		E_diptera	3919132430	5209902062	FALSE
Eucalyptus discreta CCA1173 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455940	1711267	1457040	1455941	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdissequencing_5_FD"",""Eucdissequencing_5_FD"")	CCA1173	Eucdissequencing_5_FD	R067/T35	Eucalyptus discreta	DN 1081	Madura Beach, WA	67	1995	35	1081		1994-11-19	Eucalyptus discreta		Mallee 5m tall. Bark rough grey for 102m then smooth grey over cream. Leaves glossy, bluish green at first then dark olive green. Few buds, all pointed. On white sand dune with Eucalyptus oleosa subsp. wylieana and E. calcareana S.L., Callitris and Triodia. A,C,P       Photo	-32.0455555555556	127.043055555556	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		discreta		E_discreta	1520757712	1719985414	FALSE
Eucalyptus dissimulata CCA0317 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455654	1711268	1456897	1455655	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdissequencing_3_FD"",""Eucdissequencing_3_FD"")	CCA0317	Eucdissequencing_3_FD	R022/T10	Eucalyptus dissimulata	DN 205	Needilup, WA	22	1993	10	205		1992-12-09	Eucalyptus dissimulata		Small mallee to 3m tall. Bark smooth grey. Leaves dull green. With Eucalyptus xanthonema subsp. xanthonema  and E. sporadica.	-33.9541666666667	118.702222222222	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		dissimulata		E_dissimulata_1	4381663484	5885746176	FALSE
Eucalyptus dissimulata CCA2945 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456426	1711268	1457283	1456427	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdissequencing_4_FD"",""Eucdissequencing_4_FD"")	CCA2945	Eucdissequencing_4_FD	R136/T34	Eucalyptus dissimulata	DN 1629	Needilup, WA	136	1997	34	1629		1996-01-21	Eucalyptus dissimulata	North of Needilup, WA	Mallee 2m tall. Bark smooth. Leaves glossy, dark green. Flowers were white. On sand with Eucalyptus leptocalyx, E. captiosa and E. glomerifica. AD	-33.7577777777778	118.7775	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		dissimulata		E_dissimulata_2	5119495330	6510880393	FALSE
Eucalyptus diversifolia CCA1363 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456070	87670	1457105	1456071	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdivsequencing_4_FD"",""Eucdivsequencing_4_FD"")	CCA1363	Eucdivsequencing_4_FD	R075/T23	Eucalyptus diversifolia subsp. diversifolia	DN 792	Kangaroo Island, SA	75	1995	23	792		1994-04-29	Eucalyptus diversifolia subsp. diversifolia	Mt. Thisby Summit, Kangaroo Island, SA	Mallee 4m tall. Bark smooth cream. Leaves glossy, green. Growing on large white sand hill with shrubby westringia, correa, etc.	-35.8441666666667	137.745555555556	Eucalyptus	Eucalyptus	'Frutices' ms	Diversiformae	Neuropterae	diversifolia	diversifolia	E_diversifolia_diversifolia	3136228424	3738077130	FALSE
Eucalyptus diversifolia CCA2920 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456410	87670	1457275	1456411	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdivsequencing_3_FD"",""Eucdivsequencing_3_FD"")	CCA2920	Eucdivsequencing_3_FD	R135/T29	Eucalyptus diversifolia subsp. hesperia	DN 1811	Border Village, SA	135	1997	29	1811		1996-10-05	Eucalyptus diversifolia subsp. hesperia	Great Australian Bight, east of Border Village, SA	Low mallees to 2m tall. Bark rough and stringy on older stems, then smooth and grey. Leaves glossy, light green. Flowers white. Growing on limestone cliff with E. yalatensis. x1 photos	-31.6597222222222	129.130555555556	Eucalyptus	Eucalyptus	'Frutices' ms	Diversiformae	Neuropterae	diversifolia	hesperia	E_diversifolia_hesperia	6995005604	8808473757	FALSE
Eucalyptus dolichocera CCA0430 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455704	1711272	1456922	1455705	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdolsequencing_4_FD"",""Eucdolsequencing_4_FD"")	CCA0430	Eucdolsequencing_4_FD	R027/T07	Eucalyptus dolichocera	DN 273	Mullewa, WA	27	1993	7	273		1992-12-12	Eucalyptus dolichocera		Mallee 5-6m tall. Growing in pure stand high on ridge. Rough, dark grey, firm bark for 1-2m. Leaves dull blue-green. In full flower (creamy pale yellow)	-28.7011111111111	115.095	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	dolichocera		E_dolichocera	3263046640	4134118629	FALSE
Eucalyptus dolichorhyncha CCA0598 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455824	1711273	1456982	1455825	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdolsequencing_3_FD"",""Eucdolsequencing_3_FD"")	CCA0598	Eucdolsequencing_3_FD	R043/T09	Eucalyptus dolichorhyncha	DN 152	Grass Patch, WA	43	1994	9	152		1992-12-06	Eucalyptus dolichorhyncha	Rollonds Road, west of the Norseman - Esperance road, Western Australia.	Growing with E. leptocalyx.	-33.1594444444444	121.446388888889	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		dolichorhyncha		E_dolichorhyncha	2723456890	2743633459	FALSE
Eucalyptus dorrigoensis CCA5871 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455152	3932	1456646	1455153	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdorsequencing_5_FD"",""Eucdorsequencing_5_FD"")	CCA5871	Eucdorsequencing_5_FD	R331/T05	Eucalyptus dorrigoensis	DN 6798	Dorrigo, NSW	331	2015	5	6798		2014-05-20	Eucalyptus dorrigoensis	Tyringham Rd at Double Creek, New South Wales.	Tree to 25 metres tall. Bark loosely rough for 2 to 8 metres, stripy, grey-brown over yellow-cream. Leaves dull and grey-green at first, maturing glossy and green. Scattered stands on slopes and in valleys, with some Eucalyptus saligna and E. campanulata. AD Seeds	-30.2525	152.601111111111	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	dorrigoensis		E_dorrigoensis	2832296823	3811168974	FALSE
Eucalyptus dorrigoensis x E. ?saligna CCA5874 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455154	3932	1456647	1455155	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdorsequencing_4_FD"",""Eucdorsequencing_4_FD"")	CCA5874	Eucdorsequencing_4_FD	R331/T06	Eucalyptus dorrigoensis x E. ?saligna	DN 6798	Dorrigo, NSW	331	2015	6	6798		2014-05-20	Eucalyptus dorrigoensis	Tyringham Rd at Double Creek, New South Wales.	Tree to 25 metres tall. Bark loosely rough for 2 to 8 metres, stripy, grey-brown over yellow-cream. Leaves dull and grey-green at first, maturing glossy and green. Scattered stands on slopes and in valleys, with some Eucalyptus saligna and E. campanulata. AD Seeds	-30.2525	152.601111111111								E_dorrigoensis_x_E_xsaligna	3630417547	5070843467	FALSE
Eucalyptus drepanophylla CCA1568 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456220	3932	1457180	1456221	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdresequencing_7_FD"",""Eucdresequencing_7_FD"")	CCA1568	Eucdresequencing_7_FD	R089/T30	Eucalyptus drepanophylla	DN 1294	Pentland, Qld	89	1996	30	1294		1995-04-12	Eucalyptus drepanophylla (xanthoclada)	North-east of Pentland, QLD	Tree 6m tall. Bark rough, deeply furrowed, dark grey. Leaves slightly glossy, blue green. On rise with E. melanophloia and E. dallachiana. Photo AD	-20.5025	145.437222222222	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		drepanophylla		E_drepanophylla_1	3542893682	4327929203	FALSE
Eucalyptus drepanophylla CCA1651 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456294	3932	1457217	1456295	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdresequencing_6_FD"",""Eucdresequencing_6_FD"")	CCA1651	Eucdresequencing_6_FD	R093/T25	Eucalyptus drepanophylla	DN 1317	Battlecamp, Qld	93	1996	25	1317		1995-04-14	Eucalyptus drepanophylla	West of Cooktown on Battle Camp Rd, QLD	Multistemmed tree 6m tall. Bark rough, deeply furrowed and hard, dark grey. Leaves dull, light green. Below rocky outcrop with E. nesophila and E. tetradonta. Photo AD	-15.3075	144.837777777778	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		drepanophylla		E_drepanophylla_2	3555597301	4417901379	FALSE
Eucalyptus drepanophylla CCA5962 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455184	3932	1456662	1455185	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdresequencing_5_FD"",""Eucdresequencing_5_FD"")	CCA5962	Eucdresequencing_5_FD	R342/T09	Eucalyptus drepanophylla	DN 2531	Charters Towers, Qld	342	2017	9	2531		1998-10-05	Eucalyptus drepanophylla (xanthoclada)	North-west of Charters Towers on the Gregory Developmental Road, Queensland.	Tree 12 m tall. Bark rough to twigs, hard, coarsely furrowed, dark grey. Leaves glossy, light green. Growing on reddish clayey soil with Corymbia erythrophloia and C. dallachiana. AD, CANB	-19.7488888888889	145.953888888889	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		drepanophylla		E_drepanophylla_3	4345521376	5099665467	FALSE
Eucalyptus drepanophylla CCA5964 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455186	3932	1456663	1455187	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdresequencing_4_FD"",""Eucdresequencing_4_FD"")	CCA5964	Eucdresequencing_4_FD	R342/T11	Eucalyptus drepanophylla	DN 2531	Charters Towers, Qld	342	2017	11	2531		1998-10-05	Eucalyptus drepanophylla (xanthoclada)	North-west of Charters Towers on the Gregory Developmental Road, Queensland.	Tree 12 m tall. Bark rough to twigs, hard, coarsely furrowed, dark grey. Leaves glossy, light green. Growing on reddish clayey soil with Corymbia erythrophloia and C. dallachiana. AD, CANB	-19.7488888888889	145.953888888889	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		drepanophylla		E_drepanophylla_4	3643867460	4424809880	FALSE
Eucalyptus drummondii CCA1165 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455936	930108	1457038	1455937	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdrusequencing_3_FD"",""Eucdrusequencing_3_FD"")	CCA1165	Eucdrusequencing_3_FD	R067/T25	Eucalyptus drummondii	DN 1156	Herschel Range, WA	67	1995	25	1156		1994-11-26	Eucalyptus drummondii subsp. drummondii		Mallee 3m tall. Bark smooth, white and pale pink. Leaves dull, blue green. Buds cream. Growing with E. rigidula and  E. accedens on sand. A Photo	-30.1636111111111	115.628888888889	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	drummondii		E_drummondii_1	1974832830	2198975606	FALSE
Eucalyptus drummondii CCA3009 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456476	930108	1457308	1456477	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdrusequencing_2_FD"",""Eucdrusequencing_2_FD"")	CCA3009	Eucdrusequencing_2_FD	R140/T03	Eucalyptus drummondii	DN 1892	Congelin, WA	140	1997	3	1892		1996-10-09	Eucalyptus drummondii subsp. glauciflora	North-west of Congelin, WA	Mallee to 3m tall. Bark smooth pale grey over white. Buds and twigs glaucous. Leaves dull, grey-green. In full flower (cream). Growing in laterite with E. latens and E. incrassata. CANB, PERTH photo	-32.7894444444444	116.873333333333	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	drummondii		E_drummondii_2	4214481082	5456697615	FALSE
Eucalyptus dumosa CCA0485 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455752	1711277	1456946	1455753	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdumsequencing_2_FD"",""Eucdumsequencing_2_FD"")	CCA0485	Eucdumsequencing_2_FD	R030/T09	Eucalyptus dumosa	DN 93	Narrina Pound, SA	30	1993	9	93		1992-10-07	Eucalyptus dumosa	About 7k N of Narrina Station, Flinders Ranges. SA	Mallee or small tree 4-8m tall, smooth creamy white bark almost to ground level, leaves slightly glossy green.  Frequent in open mallee on poorly drained flat plain in depressions on limestone.  E. dumosa proper also present.	-30.9166666666667	138.883333333333	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		dumosa		E_dumosa	3375005513	4282841963	FALSE
Eucalyptus dundasii CCA0061 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455414	183820	1456777	1455415	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdunsequencing_3_FD"",""Eucdunsequencing_3_FD"")	CCA0061	Eucdunsequencing_3_FD	R011/T14	Eucalyptus dundasii	DN 129	Fraser Range, WA	11	1993	14	129		1992-12-06	Eucalyptus dundasii	Just west of Fraser range on Eyre Highway, Western Australia.	Erect tree to 15 metres tall in pure stands (Eucalyptus phenax nearby), with no undergrowth. No buds present. PERTH	-32.025	122.773888888889	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Dundasianae		dundasii		E_dundasii	2810896946	3373460776	FALSE
Eucalyptus dwyeri CCA1580 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456230	1711279	1457185	1456231	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucdwysequencing_FD"",""Eucdwysequencing_FD"")	CCA1580	Eucdwysequencing_FD	R090/T08	Eucalyptus dwyeri	DN 1369	Rocky Glen, NSW	90	1996	8	1369		1995-06-15	Eucalyptus dwyeri	9.0km from Rocky Glen towards Tamworth.	Tree with 2 stems 6m tall. Bark smooth tan over cream. Leaves green. Growing on top of high ironstone rise with E. trachyphloia and E. beyeriana? and Callitris.	-31	150.666666666667	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	dwyeri		E_dwyeri	4582228719	5943709484	FALSE
Eucalyptus ebbanoensis CCA0039 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455386	666041	1456763	1455387	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucebbsequencing_3_FD"",""Eucebbsequencing_3_FD"")	CCA0039	Eucebbsequencing_3_FD	R010/T26	Eucalyptus ebbanoensis subsp. ebbanoensis	DN 293	Wongan Hills, WA	10	1993	26	293		1992-12-13	Eucalyptus ebbanoensis subsp. ebbanoensis	WA	Large erect mallee to 10m tall. Growing on orange gravelly soil with E. eudesmioides.  Locally dominant. Pink-grey over light greenish grey bark. Dull, light green leaves	-30.8302777777778	116.639166666667	Eucalyptus	Eudesmia	Limbatae	Ebbanoenses		ebbanoensis	ebbanoensis	E_ebbanoensis_ebbanoensis	3066665651	3900591428	FALSE
Eucalyptus ebbanoensis CCA0026 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455380	666041	1456760	1455381	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucebbsequencing_4_FD"",""Eucebbsequencing_4_FD"")	CCA0026	Eucebbsequencing_4_FD	R010/T07	Eucalyptus ebbanoensis subsp. photina	DN 270	Mt Michael, WA	10	1993	7	270		1992-12-12	Eucalyptus ebbanoensis subsp. photina		Mallee 3-4m tall. A pure stand, emergent above Melaleuca uncinata at N foot Mount Michael. Bark smooth dark grey. Leaves glossy dark green	-29.8986111111111	114.965	Eucalyptus	Eudesmia	Limbatae	Ebbanoenses		ebbanoensis	photina	E_ebbanoensis_photina	4433503990	5253576974	FALSE
Eucalyptus ecostata CCA0233 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455544	3932	1456842	1455545	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucecosequencing_5_FD"",""Eucecosequencing_5_FD"")	CCA0233	Eucecosequencing_5_FD	R017/T30	Eucalyptus ecostata	DN 198	Hopetoun, WA	17	1993	30	198		1992-12-09	Eucalyptus ecostata	Corner  Middle and Tamarine Roads	Large mallee to 6m tall. In scrub with E. tetragona. Bark smooth grey.	-33.8113888888889	120.293055555556	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	ecostata		E_ecostata_1	2381548866	2874781371	FALSE
